name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
Delicate,reputation,11/10/2017,5.0,6NFyWDv5CjfwuzoCkw47Xf,spotify:track:6NFyWDv5CjfwuzoCkw47Xf,0.216,0.75,,0.000357,,-10.178,0.0682,95.045,,78.0,232253.0
,reputation,11/10/2017,6.0,1P17dC1amhFzptugyAO7Il,spotify:track:1P17dC1amhFzptugyAO7Il,,0.766,0.709,1.41e-05,0.126,-6.471,0.123,128.07,0.506,78.0,211853.0
So It Goes...,reputation,11/10/2017,7.0,5PxFv9yJEg9dxvbZggykro,spotify:track:5PxFv9yJEg9dxvbZggykro,0.122,0.574,0.61,1.1e-06,0.13,-7.283,0.0732,74.957,,68.0,227906.0
Gorgeous,reputation,11/10/2017,8.0,1ZY1PqizIl78geGM4xWlEA,spotify:track:1ZY1PqizIl78geGM4xWlEA,0.0713,0.8,0.535,9.48e-06,0.213,-6.684,0.135,92.027,0.451,78.0,209680.0
Getaway Car,reputation,11/10/2017,9.0,0VE4kBnHJUgtMf0dy6DRmW,spotify:track:0VE4kBnHJUgtMf0dy6DRmW,0.00465,0.562,0.689,,0.0888,-6.745,0.127,172.054,0.351,80.0,233626.0
King Of My Heart,reputation,11/10/2017,,7HuBDWi18s4aJM8UFnNheH,spotify:track:7HuBDWi18s4aJM8UFnNheH,0.00882,0.675,0.703,2.21e-06,0.0391,,0.0382,110.01,0.314,,214320.0
Dancing With Our Hands Tied,reputation,,11.0,7I7JbDv63ZJJsSi24DyJrz,spotify:track:7I7JbDv63ZJJsSi24DyJrz,0.0604,0.624,0.691,1.1e-05,,-6.686,0.196,160.024,0.284,71.0,211506.0
,,11/10/2017,12.0,6oVxXO5oQ4pTpO8RSnkzvv,spotify:track:6oVxXO5oQ4pTpO8RSnkzvv,0.0329,0.719,0.469,,0.169,-8.792,0.0533,120.085,0.0851,74.0,
,reputation,11/10/2017,13.0,07NxDD1iKCHbAldceD7QLP,spotify:track:07NxDD1iKCHbAldceD7QLP,0.0156,0.567,0.789,0.0,0.382,-5.986,0.115,163.96,0.438,,
Call It What You Want,reputation,11/10/2017,14.0,1GwMQaZz6Au3QLDbjbMdme,,0.186,0.598,0.504,0.000221,0.34,-9.874,0.0731,163.954,0.252,73.0,203506.0
New Year’s Day,,11/10/2017,15.0,,,0.921,0.661,0.151,0.0,0.13,-12.864,0.0354,94.922,0.23,69.0,235466.0
,reputation (Big Machine Radio Release Special),11/10/2017,1.0,61zIoCTqx0OY5pCj26Ve9W,spotify:track:61zIoCTqx0OY5pCj26Ve9W,0.944,,0.347,,0.251,-12.118,0.941,67.303,0.714,24.0,79663.0
...Ready For It?,reputation (Big Machine Radio Release Special),11/10/2017,2.0,4CdVzZTnf7JElTDw0kyUiN,spotify:track:4CdVzZTnf7JElTDw0kyUiN,0.0527,0.613,,0.0,0.197,,0.136,160.015,0.417,44.0,208186.0
End Game - Commentary,reputation (Big Machine Radio Release Special),11/10/2017,,5v5s9gE1UVpPaPdOxkbBwP,spotify:track:5v5s9gE1UVpPaPdOxkbBwP,0.943,0.635,0.245,0.0,,-12.614,0.942,172.909,0.565,24.0,101121.0
,,,4.0,2zMMdC4xvRClYcWNFJBZ0j,spotify:track:2zMMdC4xvRClYcWNFJBZ0j,0.00845,0.649,0.589,0.0,0.108,-6.237,0.0558,159.073,0.151,42.0,244826.0
I Did Something Bad - Commentary,reputation (Big Machine Radio Release Special),11/10/2017,,5fUE3r8hdIUQug2028aA8F,spotify:track:5fUE3r8hdIUQug2028aA8F,0.825,0.736,0.327,0.0,0.19,-10.994,0.892,98.753,0.731,24.0,84222.0
I Did Something Bad,,11/10/2017,6.0,2nOeoic483mcNOx5TFpc3L,spotify:track:2nOeoic483mcNOx5TFpc3L,0.0679,0.696,0.602,2.11e-05,0.0696,-6.156,0.159,82.989,0.305,38.0,238253.0
Don't Blame Me - Commentary,reputation (Big Machine Radio Release Special),11/10/2017,,59ZmeIz57cGU5Gp9omjlYB,spotify:track:59ZmeIz57cGU5Gp9omjlYB,0.915,0.646,0.287,0.0,0.208,-11.839,0.943,86.424,0.647,24.0,109436.0
Don’t Blame Me,reputation (Big Machine Radio Release Special),11/10/2017,8.0,4G0Qrxqm15QTeC2jMcOpAf,spotify:track:4G0Qrxqm15QTeC2jMcOpAf,0.106,0.615,0.534,1.76e-05,,-6.719,0.0386,,0.193,50.0,236413.0
Delicate - Commentary,reputation (Big Machine Radio Release Special),11/10/2017,9.0,2XmWRdsQlXna2gcAn1Dquv,spotify:track:2XmWRdsQlXna2gcAn1Dquv,0.972,,0.236,0.0,0.201,-11.896,0.943,85.319,0.487,24.0,144707.0
Delicate,reputation (Big Machine Radio Release Special),11/10/2017,10.0,5sOch9Cf4uxcMtwFzMtNqQ,spotify:track:5sOch9Cf4uxcMtwFzMtNqQ,0.216,0.75,0.404,0.000357,0.0911,-10.178,,95.045,0.0499,51.0,
Look What You Made Me Do - Commentary,reputation (Big Machine Radio Release Special),,11.0,3ilBqQXWOO6FWaPyNsVUbw,,0.916,0.763,0.378,0.0,0.248,-11.809,0.957,77.411,0.584,24.0,51096.0
Look What You Made Me Do,reputation (Big Machine Radio Release Special),11/10/2017,12.0,1JbR9RDP3ogVNEWFgNXAjh,spotify:track:1JbR9RDP3ogVNEWFgNXAjh,0.204,0.766,0.709,1.41e-05,0.126,-6.471,0.123,128.07,0.506,54.0,211853.0
So It Goes… - Commentary,reputation (Big Machine Radio Release Special),,13.0,4kxj7TJF4A88P4LPeLrsoZ,spotify:track:4kxj7TJF4A88P4LPeLrsoZ,0.861,0.728,,0.0,,-11.377,0.948,123.703,,24.0,122847.0
So It Goes...,reputation (Big Machine Radio Release Special),11/10/2017,14.0,3Qxfhbly9Muh6AXkwCTFYh,,0.122,0.574,,1.1e-06,0.13,-7.283,0.0732,74.957,0.374,29.0,227906.0
Gorgeous - Commentary,reputation (Big Machine Radio Release Special),11/10/2017,15.0,7enXOiKyiRhg84vgU8N8VS,spotify:track:7enXOiKyiRhg84vgU8N8VS,,,,0.0,0.161,-12.29,0.942,76.531,0.729,,79663.0
Gorgeous,reputation (Big Machine Radio Release Special),11/10/2017,,12WvaS3V4dPRBU2o37vX69,spotify:track:12WvaS3V4dPRBU2o37vX69,0.0713,,0.535,9.48e-06,0.213,-6.684,0.135,92.027,0.451,47.0,209680.0
Getaway Car - Commentary,reputation (Big Machine Radio Release Special),11/10/2017,17.0,2dAXNjG5vwMAlgHzAC7vZC,spotify:track:2dAXNjG5vwMAlgHzAC7vZC,,0.718,0.177,0.0,0.157,-14.138,0.945,129.971,0.478,,165897.0
Getaway Car,,11/10/2017,18.0,6PbBaKVuXGT1sl2318U3LC,spotify:track:6PbBaKVuXGT1sl2318U3LC,0.00465,0.562,0.689,2.23e-06,0.0888,-6.745,0.127,172.054,0.351,46.0,233626.0
,,11/10/2017,19.0,2d9Ud0fwm5Oq73F5vPSoQB,spotify:track:2d9Ud0fwm5Oq73F5vPSoQB,0.94,0.707,0.346,0.0,0.14,-11.991,0.945,83.407,0.715,23.0,56461.0
King Of My Heart,,11/10/2017,20.0,4d7JmiyEia47bpC1HhxUzY,spotify:track:4d7JmiyEia47bpC1HhxUzY,,0.675,0.703,2.21e-06,0.0391,-7.902,0.0382,110.01,0.314,31.0,214320.0
Dancing With Our Hands Tied - Commentary,reputation (Big Machine Radio Release Special),11/10/2017,21.0,73AHP8EqSH8QXqqoFXKwdW,spotify:track:73AHP8EqSH8QXqqoFXKwdW,0.941,0.719,0.281,0.0,0.284,,0.951,129.863,0.507,24.0,117214.0
Dancing With Our Hands Tied,reputation (Big Machine Radio Release Special),11/10/2017,22.0,6P8j2SqbXOeaCvXh1ZXwWT,spotify:track:6P8j2SqbXOeaCvXh1ZXwWT,0.0604,0.624,,1.1e-05,0.138,-6.686,0.196,160.024,0.284,31.0,211506.0
Dress - Commentary,reputation (Big Machine Radio Release Special),11/10/2017,23.0,0FfnSwDzc5KuBCkhJzIL2c,spotify:track:0FfnSwDzc5KuBCkhJzIL2c,0.955,0.692,0.312,0.0,0.0914,-12.316,0.949,100.283,0.535,,108631.0
Dress,,11/10/2017,,50GXx9eZeiVWB3bgMop7Ti,,0.0329,0.719,0.469,0.0,0.169,-8.792,,120.085,0.0851,32.0,230373.0
This Is Why We Can't Have Nice Things - Commentary,,11/10/2017,25.0,0Fa1vab9Ssp9ah12rhfeRz,spotify:track:0Fa1vab9Ssp9ah12rhfeRz,0.983,0.72,0.207,,0.252,-12.672,0.927,130.302,0.54,23.0,175419.0
This Is Why We Can't Have Nice Things,reputation (Big Machine Radio Release Special),11/10/2017,26.0,0UQt3V4blAIxgkW1a6zVOd,spotify:track:0UQt3V4blAIxgkW1a6zVOd,0.0156,,0.789,0.0,0.382,-5.986,0.115,163.96,0.438,32.0,207133.0
Call It What You Want - Commentary,reputation (Big Machine Radio Release Special),,27.0,,,0.947,,0.339,0.0,0.109,-12.422,0.926,68.253,0.529,23.0,81004.0
Call It What You Want,,11/10/2017,28.0,2WmiBmDXticFTNJdMFh2XZ,spotify:track:2WmiBmDXticFTNJdMFh2XZ,0.186,0.598,0.504,0.000221,0.34,-9.874,0.0731,163.954,0.252,35.0,203506.0
New Year's Day - Commentary,reputation (Big Machine Radio Release Special),11/10/2017,29.0,518FPNbDfkkxamoeR6lGo3,spotify:track:518FPNbDfkkxamoeR6lGo3,,,0.158,0.0,0.257,-13.859,0.946,130.315,0.424,,167909.0
,,11/10/2017,30.0,2kCyo4UBZcBVYyNGeNd7ck,spotify:track:2kCyo4UBZcBVYyNGeNd7ck,0.921,0.661,0.151,0.0,0.13,-12.864,0.0354,94.922,0.23,30.0,235466.0
Radio Outro - Commentary,,11/10/2017,31.0,2btS16fbQxhnO3Hbh0a83v,spotify:track:2btS16fbQxhnO3Hbh0a83v,0.952,0.774,0.298,0.0,0.147,-12.472,0.954,69.091,0.668,23.0,101791.0
All Too Well,reputation Stadium Tour Surprise Song Playlist,,1.0,00vJzaoxM3Eja1doBUhX0P,spotify:track:00vJzaoxM3Eja1doBUhX0P,0.0448,0.602,0.605,0.000334,0.128,-7.803,0.0244,93.061,0.316,40.0,329160.0
Wildest Dreams,reputation Stadium Tour Surprise Song Playlist,11/9/2017,2.0,22C0JIVhFaczZ4t9heqREN,spotify:track:22C0JIVhFaczZ4t9heqREN,0.0692,0.55,0.688,0.00144,,,0.0897,139.997,0.465,48.0,220440.0
The Best Day,reputation Stadium Tour Surprise Song Playlist,11/9/2017,3.0,7APTsjmZbj7TFXQJAiRti4,spotify:track:7APTsjmZbj7TFXQJAiRti4,0.639,0.669,0.448,4.06e-06,0.158,-8.566,0.0285,126.068,0.383,36.0,
,reputation Stadium Tour Surprise Song Playlist,11/9/2017,4.0,4V9NuhKQcUFt4cgbynHV79,spotify:track:4V9NuhKQcUFt4cgbynHV79,0.0779,0.605,0.899,0.000125,0.0911,-4.273,0.0423,124.985,0.647,38.0,223093.0
,reputation Stadium Tour Surprise Song Playlist,11/9/2017,5.0,4hCZk6WJBFQeG3P7WsyntI,spotify:track:4hCZk6WJBFQeG3P7WsyntI,0.0162,0.627,0.816,0.00208,0.0965,-6.698,0.0774,157.043,0.648,,202960.0
Teardrops On My Guitar - Radio Single Remix,reputation Stadium Tour Surprise Song Playlist,11/9/2017,6.0,7eGeUVeCEvEQrivmjl9Qn3,spotify:track:7eGeUVeCEvEQrivmjl9Qn3,0.313,0.626,0.427,0.0,0.138,-6.993,0.0234,99.959,0.263,,204706.0
,reputation Stadium Tour Surprise Song Playlist,11/9/2017,7.0,7qGr3rjRhndRIpFUA5f2HJ,spotify:track:7qGr3rjRhndRIpFUA5f2HJ,0.114,0.545,0.663,0.0,0.321,-5.05,0.0363,178.013,0.565,38.0,
22,reputation Stadium Tour Surprise Song Playlist,11/9/2017,,2P5gfMtCcKP0CkmgqFMyPg,spotify:track:2P5gfMtCcKP0CkmgqFMyPg,0.00254,0.66,,0.00146,0.0473,-6.564,0.0379,104.009,0.68,40.0,232120.0
,reputation Stadium Tour Surprise Song Playlist,11/9/2017,9.0,2o2IVjuqRkR9hJxtPjtAP0,spotify:track:2o2IVjuqRkR9hJxtPjtAP0,0.00476,0.536,0.464,2.67e-06,0.0357,-6.761,0.0412,77.318,,42.0,
I Don’t Wanna Live Forever (Fifty Shades Darker),reputation Stadium Tour Surprise Song Playlist,11/9/2017,10.0,55n9yjI6qqXh5F2mYvUc2y,spotify:track:55n9yjI6qqXh5F2mYvUc2y,0.0586,,0.445,1.96e-05,0.14,,,117.97,0.106,79.0,
Mean,reputation Stadium Tour Surprise Song Playlist,11/9/2017,11.0,5rcHBt2aNcGFWW0jaAUe1L,spotify:track:5rcHBt2aNcGFWW0jaAUe1L,0.451,0.576,0.754,0.0,0.223,-3.982,0.0428,163.886,0.79,38.0,238693.0
How You Get The Girl,reputation Stadium Tour Surprise Song Playlist,11/9/2017,12.0,,spotify:track:3aSYZ4upQ6OSNos26YeVWL,0.00364,,0.656,,,-6.112,0.0504,,0.545,,247533.0
So It Goes...,reputation Stadium Tour Surprise Song Playlist,11/9/2017,,41T04yafZVrjNq2FqvLtId,spotify:track:41T04yafZVrjNq2FqvLtId,0.122,0.574,0.61,,0.13,-7.283,0.0732,74.957,0.374,50.0,227906.0
Fifteen,reputation Stadium Tour Surprise Song Playlist,11/9/2017,14.0,0H2UD0LfSCiRr59YMGlCuS,spotify:track:0H2UD0LfSCiRr59YMGlCuS,0.0717,0.55,0.628,0.0,0.138,-4.437,0.0269,95.122,0.211,34.0,295320.0
Mine,reputation Stadium Tour Surprise Song Playlist,11/9/2017,15.0,6FmJKLpyCt42nP2IOVEVc2,spotify:track:6FmJKLpyCt42nP2IOVEVc2,0.00302,0.621,0.779,3.22e-06,0.187,-2.943,0.0301,121.034,,39.0,231866.0
Sparks Fly,reputation Stadium Tour Surprise Song Playlist,11/9/2017,16.0,5h2sBwpUSAndjObfU3ti2r,spotify:track:5h2sBwpUSAndjObfU3ti2r,,0.61,0.782,0.0,0.16,-2.98,0.0309,114.977,0.399,37.0,262920.0
,reputation Stadium Tour Surprise Song Playlist,11/9/2017,17.0,0YRGTdfmJPALpglAaraYUr,spotify:track:0YRGTdfmJPALpglAaraYUr,0.000184,0.591,0.828,0.00113,0.0879,-5.895,0.0333,129.962,0.383,33.0,295720.0
Haunted,reputation Stadium Tour Surprise Song Playlist,11/9/2017,,6CB7DczrX9ZJB9Wkjegmaq,spotify:track:6CB7DczrX9ZJB9Wkjegmaq,0.0648,0.431,0.949,0.0,0.0612,-2.622,0.0605,162.012,0.37,,245413.0
,reputation Stadium Tour Surprise Song Playlist,11/9/2017,19.0,1UPDfqsVIZLEiZeMuUsni2,spotify:track:1UPDfqsVIZLEiZeMuUsni2,0.824,0.714,0.309,0.0,0.136,-8.828,,124.894,0.545,34.0,292920.0
Treacherous,reputation Stadium Tour Surprise Song Playlist,11/9/2017,20.0,0r3U7SOcoj4DIEyN44Lt5z,,0.101,0.704,0.621,4.3e-06,0.14,-8.086,0.0334,109.995,0.395,32.0,242760.0
Babe,reputation Stadium Tour Surprise Song Playlist,11/9/2017,,,spotify:track:40PXEOFLJc7UIpLMrhSfW1,0.0221,0.577,0.784,,0.125,-3.266,0.101,171.791,0.643,34.0,215106.0
Welcome To New York,reputation Stadium Tour Surprise Song Playlist,11/9/2017,22.0,3YLA3NgzFRRa7LiHMtFPby,,0.0348,0.789,0.634,1.64e-06,0.302,-4.762,0.0323,116.992,0.658,36.0,212600.0
Fearless,reputation Stadium Tour Surprise Song Playlist,11/9/2017,23.0,43sE2O3skbGBpT2tO6fzv9,spotify:track:43sE2O3skbGBpT2tO6fzv9,0.0377,0.603,0.718,,0.307,-4.401,,100.163,,34.0,242973.0
,reputation Stadium Tour Surprise Song Playlist,,24.0,5lg33MHs1BoUtJVClw8ZpI,spotify:track:5lg33MHs1BoUtJVClw8ZpI,0.0717,,0.626,0.00127,0.158,-3.895,0.0274,81.963,0.218,55.0,353253.0
Change,reputation Stadium Tour Surprise Song Playlist,11/9/2017,25.0,5PSOWHll3h3Vy226xSJk0M,spotify:track:5PSOWHll3h3Vy226xSJk0M,0.00418,0.543,,0.0,0.111,-4.206,0.0376,96.006,0.234,31.0,
Ours,reputation Stadium Tour Surprise Song Playlist,11/9/2017,26.0,0V3SNHDka1JSCP71HAzpxw,spotify:track:0V3SNHDka1JSCP71HAzpxw,0.469,0.61,0.56,0.0,0.087,-7.392,0.0279,,0.228,,239346.0
Out Of The Woods,reputation Stadium Tour Surprise Song Playlist,11/9/2017,27.0,0GmfiNHSgkKamYgQEMYOH3,spotify:track:0GmfiNHSgkKamYgQEMYOH3,0.000743,0.553,0.841,,0.341,-6.937,0.0396,92.008,0.338,43.0,235800.0
Come Back...Be Here,reputation Stadium Tour Surprise Song Playlist,11/9/2017,28.0,,spotify:track:5hiqtrACtMJkNpaNHj0n9Z,0.00471,0.483,0.548,2.01e-06,0.0997,-6.291,0.0254,79.926,,34.0,223920.0
,reputation Stadium Tour Surprise Song Playlist,11/9/2017,,2RSYYe7LhKFxIi50T5XtUo,spotify:track:2RSYYe7LhKFxIi50T5XtUo,0.0577,0.573,0.767,0.0,0.327,-2.929,0.0323,114.984,0.438,32.0,202080.0
This Love,reputation Stadium Tour Surprise Song Playlist,,30.0,64KRxmbqypPBlya4nxFmDn,spotify:track:64KRxmbqypPBlya4nxFmDn,0.678,0.481,0.435,0.0,0.0928,-8.795,0.0321,143.95,0.107,34.0,250093.0
The Lucky One,reputation Stadium Tour Surprise Song Playlist,11/9/2017,31.0,24ksPWXKg1k7OOG57pufED,spotify:track:24ksPWXKg1k7OOG57pufED,0.0352,0.706,0.505,0.0,0.13,-7.639,0.0358,,0.561,32.0,240266.0
Invisible,reputation Stadium Tour Surprise Song Playlist,,32.0,0kqC185OTcnuhbz4T7g5RB,spotify:track:0kqC185OTcnuhbz4T7g5RB,0.56,0.609,0.383,0.0,0.165,-5.732,0.0243,96.005,0.224,32.0,205853.0
Breathe,reputation Stadium Tour Surprise Song Playlist,11/9/2017,33.0,3oxgFdIlxFEDEJqn7k5TVN,spotify:track:3oxgFdIlxFEDEJqn7k5TVN,0.416,0.442,,0.0,0.129,,,73.849,0.167,36.0,264946.0
Better Man,reputation Stadium Tour Surprise Song Playlist,11/9/2017,34.0,3EXetjrGgwIjDRNn6YA8sa,spotify:track:3EXetjrGgwIjDRNn6YA8sa,0.123,,0.843,0.0,0.0974,-3.648,,143.944,0.507,,263613.0
Jump Then Fall,reputation Stadium Tour Surprise Song Playlist,11/9/2017,35.0,,spotify:track:5zytSTR2g0I9psX2Z12ex6,0.113,0.617,0.699,0.0,0.074,-5.712,0.0274,80.007,0.818,31.0,238093.0
Begin Again,reputation Stadium Tour Surprise Song Playlist,11/9/2017,36.0,2G679wnKfyhUOeNx910OXg,,0.199,0.53,0.526,3.52e-06,0.14,-8.349,0.0263,79.025,0.323,32.0,239426.0
Tied Together with a Smile,reputation Stadium Tour Surprise Song Playlist,11/9/2017,37.0,4qNEi8zGIYLiMtoW8OaJdx,spotify:track:4qNEi8zGIYLiMtoW8OaJdx,0.521,,0.547,0.0,0.0728,-4.948,0.0275,146.147,0.238,32.0,251213.0
The Story Of Us,reputation Stadium Tour Surprise Song Playlist,,38.0,2fF3QzbGCrtrDXIdWcg1mv,spotify:track:2fF3QzbGCrtrDXIdWcg1mv,0.00556,,0.808,0.000304,0.0587,-3.63,0.0398,139.908,0.65,39.0,267653.0
,reputation Stadium Tour Surprise Song Playlist,11/9/2017,39.0,,spotify:track:0QCS4NpURHvWdF1icdkfBw,0.0806,0.607,0.829,0.0,0.207,-5.02,0.0588,128.057,0.52,32.0,226293.0
,reputation Stadium Tour Surprise Song Playlist,,40.0,0TYJbIHBtmWy9ugtU9BcbE,spotify:track:0TYJbIHBtmWy9ugtU9BcbE,,0.843,0.541,1.85e-06,0.108,-7.361,0.0318,116.001,0.838,32.0,256040.0
,reputation Stadium Tour Surprise Song Playlist,,41.0,1XLc4irbX7oQSneh6gWv3O,spotify:track:1XLc4irbX7oQSneh6gWv3O,0.0991,0.712,0.603,0.0,0.102,,0.0304,118.986,0.714,34.0,
Wonderland,,11/9/2017,42.0,0eTCaVOYLpJlSkbEi2jay4,spotify:track:0eTCaVOYLpJlSkbEi2jay4,0.0493,0.422,0.692,2.57e-05,0.177,-5.447,0.0549,184.014,,37.0,245560.0
White Horse,reputation Stadium Tour Surprise Song Playlist,11/9/2017,43.0,4RMfSYDFkcz0bKoK8fHDgR,spotify:track:4RMfSYDFkcz0bKoK8fHDgR,0.314,0.578,0.348,0.0,0.1,,0.0257,92.673,,33.0,235400.0
I'm Only Me When I'm With You,reputation Stadium Tour Surprise Song Playlist,11/9/2017,44.0,6Py8IKZqDyU8aQVrjilbJw,spotify:track:6Py8IKZqDyU8aQVrjilbJw,0.00454,0.556,0.933,0.000469,0.101,-3.685,,,0.521,35.0,215600.0
Starlight,reputation Stadium Tour Surprise Song Playlist,11/9/2017,45.0,7txpzmA69zyk50K3ZyZSzC,spotify:track:7txpzmA69zyk50K3ZyZSzC,,0.649,0.777,0.000487,0.234,-5.797,0.0391,126.014,,32.0,220600.0
I Know Places,reputation Stadium Tour Surprise Song Playlist,11/9/2017,46.0,3qGLcmO0XnnrcpAQGZwTvA,spotify:track:3qGLcmO0XnnrcpAQGZwTvA,0.245,0.602,0.755,0.0,0.178,-4.991,0.071,159.965,0.495,,195706.0
Welcome To New York - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2/1/2015,1.0,64FIHbthA4RhBv6fL6DGBO,spotify:track:64FIHbthA4RhBv6fL6DGBO,0.0471,0.823,0.635,0.188,0.348,-6.293,0.0465,116.989,,,209388.0
Blank Space - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2/1/2015,,,spotify:track:6N6V2v89hS4N9ossON5f9R,0.0381,,0.69,0.00943,0.113,-4.914,0.0522,191.998,0.593,18.0,228598.0
Style - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2/1/2015,3.0,1Qicm51crXMvUuH4SMjobT,spotify:track:1Qicm51crXMvUuH4SMjobT,0.000585,0.57,0.841,,0.104,-6.12,0.0312,94.996,0.468,,230303.0
,Taylor Swift Karaoke: 1989 (Deluxe),,4.0,4WrJR6LJ8MtIxouKHUkTEM,spotify:track:4WrJR6LJ8MtIxouKHUkTEM,2.71e-05,0.49,0.924,,0.408,-6.497,0.0344,92.021,0.0487,18.0,233608.0
All You Had To Do Was Stay - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2/1/2015,5.0,4vWXPp6Tuf6ury2dCh0uAI,spotify:track:4vWXPp6Tuf6ury2dCh0uAI,0.000201,0.628,0.716,0.052,0.209,-6.377,0.0346,97.01,0.599,,191582.0
Shake It Off - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2/1/2015,6.0,4omftH10jc82Sj8VJ395C7,spotify:track:4omftH10jc82Sj8VJ395C7,0.00154,0.705,0.829,0.853,0.462,-6.105,0.0977,,0.831,19.0,217567.0
I Wish You Would - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2/1/2015,7.0,3g7PbLRaKm2MmfHNyMbjJn,spotify:track:3g7PbLRaKm2MmfHNyMbjJn,0.000811,0.591,0.944,,0.135,-6.179,0.0432,117.991,0.185,12.0,204915.0
Bad Blood - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2/1/2015,8.0,6bzWVosI1yQkHUrN22cMWE,spotify:track:6bzWVosI1yQkHUrN22cMWE,0.0399,0.66,0.838,0.00186,0.238,-6.765,0.103,170.003,0.165,12.0,209842.0
Wildest Dreams - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2/1/2015,,1BXM0X5BxyUUOLEf9Rv6uZ,spotify:track:1BXM0X5BxyUUOLEf9Rv6uZ,0.0909,0.544,0.586,0.818,0.139,-10.553,0.0348,,0.441,17.0,218705.0
How You Get The Girl - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2/1/2015,10.0,,,0.000133,0.731,0.624,0.829,0.0811,,0.0457,120.012,0.467,,245420.0
This Love - Karaoke Version,,2/1/2015,11.0,7juXSUrMEd7f9ljLk7Pria,spotify:track:7juXSUrMEd7f9ljLk7Pria,0.669,,0.397,0.833,0.0899,-10.138,0.0285,,0.064,12.0,247166.0
I Know Places - Karaoke Version,,,12.0,4Dzma7nri1H2XNQ7b8Fs5b,spotify:track:4Dzma7nri1H2XNQ7b8Fs5b,0.0112,0.64,0.713,0.0126,,-6.634,0.0606,80.014,0.413,11.0,193811.0
Clean - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2/1/2015,13.0,7AiIXVMIrTqHlGn7bS3f31,spotify:track:7AiIXVMIrTqHlGn7bS3f31,0.241,0.856,0.371,0.819,0.111,-9.921,0.0425,,0.384,12.0,269207.0
Wonderland - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2/1/2015,14.0,6wyqsJdxRsSM6k5hCF1pvt,,,0.464,0.561,0.6,0.108,,0.0314,184.048,0.09,11.0,242409.0
You Are In Love - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),,15.0,4xUyg90BLSnPFXbqDAlBKF,spotify:track:4xUyg90BLSnPFXbqDAlBKF,0.806,0.448,0.424,0.781,,-12.148,0.038,84.923,,11.0,266003.0
New Romantics - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2/1/2015,16.0,248qgqZNy5T5KsGHgTxeIM,spotify:track:248qgqZNy5T5KsGHgTxeIM,0.000636,0.61,0.95,0.304,0.273,-4.936,0.047,121.995,0.588,13.0,227743.0
Welcome To New York,,10/27/2014,1.0,6qnM0XXPZOINWA778uNqQ9,spotify:track:6qnM0XXPZOINWA778uNqQ9,0.038,0.793,0.634,1.76e-06,0.304,-4.807,0.0324,117.024,0.615,62.0,212600.0
Blank Space,1989,10/27/2014,2.0,1p80LdxRV74UKvL8gnD7ky,spotify:track:1p80LdxRV74UKvL8gnD7ky,0.085,0.753,0.678,1.64e-06,0.13,-5.421,0.0644,96.006,0.583,75.0,231826.0
,1989,10/27/2014,3.0,4lIxdJw6W3Fg4vUIYCB0S5,spotify:track:4lIxdJw6W3Fg4vUIYCB0S5,0.00253,0.598,0.786,0.0016,0.117,,0.0383,95.019,0.456,74.0,
Out Of The Woods,1989,10/27/2014,4.0,5OndtwLGA9O6XHFcGm2H7r,spotify:track:5OndtwLGA9O6XHFcGm2H7r,0.00103,0.552,0.842,1.17e-05,0.337,-6.938,0.0373,91.991,0.343,65.0,235800.0
,1989,10/27/2014,5.0,,spotify:track:0dAb8TY433dl3ZfXYCLE19,0.00196,0.602,0.736,4.57e-05,0.105,-5.778,0.0338,96.969,0.471,64.0,193293.0
Shake It Off,,10/27/2014,6.0,5xTtaWoae3wi06K5WfVUUH,spotify:track:5xTtaWoae3wi06K5WfVUUH,0.0561,0.647,0.785,0.0,0.148,-5.414,0.165,160.015,0.943,73.0,219200.0
I Wish You Would,1989,10/27/2014,,3wmN11qXGL0HyPojvEE1D9,spotify:track:3wmN11qXGL0HyPojvEE1D9,0.016,0.648,0.898,9.91e-05,0.109,-5.963,,118.02,0.502,53.0,207440.0
Bad Blood,1989,10/27/2014,8.0,273dCMFseLcVsoSWx59IoE,spotify:track:273dCMFseLcVsoSWx59IoE,0.0871,0.65,0.802,6.54e-06,,-6.114,,170.146,0.295,68.0,
,1989,10/27/2014,9.0,59HjlYCeBsxdI0fcm3zglw,spotify:track:59HjlYCeBsxdI0fcm3zglw,,0.554,0.666,0.00593,,-7.414,0.0747,140.056,0.472,73.0,220440.0
